name,address,latitude,longitude
서강대프라자  ,서울특별시 마포구 백범로 35,37.5521044,126.9409838739227
상암YTN  ,서울특별시 마포구 상암산로 76,37.5782114,126.8905855
마포용강동  ,서울특별시 마포구 토정로 295,37.5456852,126.9134603
홍대입구역사거리R  ,서울특별시 마포구 양화로 125,37.5511066,126.9158787
마포경찰서후문  ,서울특별시 마포구 마포대로 173-14,37.5379407,126.9434293
공덕  ,서울특별시 마포구 마포대로 130,37.5379407,126.9434293
합정폴리스R  ,서울특별시 마포구 양화로 45,37.5502395,126.9139625
홍대공항철도역  ,서울특별시 마포구 양화로 178,37.5575216,126.9251425
마포염리  ,서울특별시 마포구 독막로 311,37.5486323,126.9176676
서강광흥창역  ,서울특별시 마포구 서강로 69,37.5549534,126.9366361
합정  ,서울특별시 마포구 월드컵로1길 14,37.5495337,126.9116202
서강대흥역  ,서울특별시 마포구 백범로 89-5,37.5425511,126.9515951
서교동사거리  ,서울특별시 마포구 양화로 105,37.5511066,126.9158787
상암사보이시티  ,서울특별시 마포구 월드컵북로54길 17,37.5813028,126.889349
신촌오거리  ,서울특별시 마포구 신촌로16길 10,37.5541017,126.93424
상암디지털큐브  ,서울특별시 마포구 상암산로 34,37.5782114,126.8905855
상수역  ,서울특별시 마포구 독막로 88,37.5486323,126.9176676
공덕오거리  ,서울특별시 마포구 마포대로 86,37.5379407,126.9434293
서강대  ,서울특별시 마포구 백범로 23,37.5424849,126.9542078
상암MBC  ,서울특별시 마포구 성암로 267,37.581274300000004,126.89113231352732
홍대역  ,"서울특별시 마포구 양화로 165,",37.557127300000005,126.92360343053349
동교  ,"서울특별시 마포구 월드컵북로 22,",37.5610387,126.915841
애오개역  ,"서울특별시 마포구 마포대로 201,",37.5379407,126.9434293
상암DMC  ,"서울특별시 마포구 월드컵북로 375,",37.5610387,126.915841
마포일진빌딩  ,"서울특별시 마포구 마포대로 45,",37.5379407,126.9434293
마포아크로  ,서울특별시 마포구 마포대로 68,37.5413754,126.9490269
홍대삼거리  ,서울특별시 마포구 와우산로 64,37.550104,126.9231797
망원역  ,서울특별시 마포구 월드컵로 74,37.5558081,126.9106433
마포이마트  ,서울특별시 마포구 백범로 212,37.5424849,126.9542078
합정메세나몰  ,서울특별시 마포구 양화로 45,37.5502395,126.9139625
아현역대로  ,서울특별시 마포구 신촌로 262,37.5559339,126.9342848
디지털미디어시티역  ,서울특별시 마포구 성암로 179,37.5757777,126.9002134
홍대역8번출구  ,서울특별시 마포구 양화로 166,37.5568057,126.924209
